tweet,tfidf kata 1,tfidf kata 2,tfidf kata 3,tfidf kata 4,tfidf kata 5,label
mandali salah kata istilah populer setiap kali gunung merapi batuk memuntahkan lava dalam pe,0.30178967277970653,0.26220399104814973,0.109132310773901,0.30178967277970653,0.2538167907252592,gunung
romo kevas pengurus psi jabar sabtu maret wib korban begal sekitar vila nusa indah cluster gar,0.2750831158912886,0.2750831158912886,0.2750831158912886,0.23139593060545657,0.264317791718312,gunung
aktivitas penambangan pasir lereng gunung merapi berlangsung meski erupsi,0.33041123921576093,0.3744494774371293,0.23337826000415024,0.12140740008219274,0.40298096390659754,gunung
generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,0.24393877603540673,0.2616626667548005,0.2635081945498622,0.2616626667548005,0.2598895315340162,gunung
kangen merapi gak suasana candi prambanan berlatar belakang gunung merapi,0.35334120347560366,0.365198304662195,0.3601831680331872,0.34717336596389037,0.13619288880976987,gunung
mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,0.31214989397546916,0.2781028144856076,0.28830954837648304,0.37286336041299667,0.30530679919490633,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
setelah sekian suku hari hilang recovery diri semula nk story pasal pengalaman amp member guide gogo ranger potte,0.17551145999907514,0.23095653555825804,0.2625227168134929,0.24324397396390707,0.1523285482024769,gunung
kembang dingin dikelilingin gunung,0.6013943494977914,0.5720633997302026,0.1572410998620644,0.5351107732006701,,gunung
saran kami pak mohon konten video bapak hapus saja bagaimanapun narasi bapak tulis menyeb,0.2884861989785172,0.4085369755532983,0.2884861989785172,0.24106027389881332,0.2622456833493505,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
luncuran lava pijar material vulkanik gunung merapi mengarah barat daya laporan via radio komunikasi arah angin k,0.2563720093323034,0.2504110648411795,0.22575564061439513,0.22274375203366367,0.09270850635305027,gunung
tak gunung tak dapat diratakan tak masalah tak dapat diselesaikan,0.39244930382717275,0.2690949698381717,0.2690949698381717,0.07035780941413478,0.239436265895684,gunung
gunung mana yak merapi yak,0.12957672101236206,0.36460649101683373,0.15759456824910564,0.9085350472813111,,gunung
terjadi awan panas guguran merapi tanggal maret pukul wib arah kali bebeng krasak erupsi m,0.316049005342772,0.17415510674112372,0.3728966719890839,0.22492396755827285,0.18189698567674686,gunung
kondisi jalanan sekitar ketep jl magelang selo boyolali imbas erupsi gunung merapi pakai masker kelua,0.28752151194513503,0.18178416139176026,0.09456725922244368,0.3013761029524427,0.29625185529207876,gunung
sementara ketahanan kewaspadaan masyarakat sekitar gunung merapi bagus proses pemantauan dapat dilakukan baik,0.2757182354016669,0.23456815517923013,0.25947541556532583,0.308812115538455,0.09303684148736961,gunung
ganjar mengatakan status gunung merapi minggu sore tingkat siaga meski demikian pemantauan dilakukan mengantisipasi adanya peningkatan aktivitas erupsi,0.2508074727454965,0.21418157829581322,0.3009994707561764,0.2612232534145772,0.15128215428222397,gunung
udah anak gunung sekarang,0.5634886514596236,0.2222858280799896,0.5732353521505984,0.5517887107904508,,gunung
aktivitas gunung merapi kembali tercatat mengeluarkan guguran awan panas pagi,0.375200736033468,0.20519640395311053,0.21431819054413837,0.13786500113878558,0.3812457858392393,gunung
peserta acara terdiri atas tokoh agama penyuluh agama kepala kantor wilayah kemenag se jawa tengah jajaran kanwil kemenag jawa tengah se menunduk mereka tampak khusyuk memanjatkan doa keselamatan warga sekitar gunung merapi,0.1483610138587708,0.33262554966495866,0.13933985646280592,0.16316752136306273,0.05119949836188332,gunung
naik gunung bayar parkir bayar tempat sampah ndak kesadaran buang sampah ndak trus bayar gunanya ndak gunung ndak pantai sama kebersihan milik bersama mungkin sudah merasa bayar buang sampah seenaknya,0.4988483297826659,0.10766695233197598,0.2275557778525239,0.11484116782574545,0.08087056118862727,gunung
tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,0.29899168113724384,0.2833157010044681,0.3150871028335002,0.2925306733981323,0.27005517659547457,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
mengapa status gunung merapi dinaikkan awas penjelasan bpptkg,0.4198503324452552,0.33806617462858,0.44137698319177215,0.1154028173840184,0.4045769306756221,gunung
generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,0.24393877603540673,0.2616626667548005,0.2635081945498622,0.2616626667548005,0.2598895315340162,gunung
beginiah kondisi terkini salah desa terdampak erupsi gunung merapi parah desa jombong kec,0.32474876080068976,0.4935745074565524,0.20240194018402421,0.10529298371192278,0.31591706668584935,gunung
selamat pagi warga merapi disampaikan laporan aktivitas gunung merapi periode maret pukul w,0.30105949168145746,0.37646126108731276,0.1106222967531813,0.3411856376471352,0.1707024293796655,gunung
video gunung sinabung abu merapi setinggi,0.443049118336246,0.19049556939166776,0.23168565138164984,0.5967674893110242,0.4883803389901585,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
di tengah pidatonya ganjar menampilkan gambar latar kejadian erupsi gunung merapi sejak sabtu setelah ganjar mengajak seluruh peserta rapat mendoakan warga sekitar gunung merapi,0.17152900359606146,0.13215757641736647,0.21537589911463062,0.43075179822926124,0.13750130585180334,gunung
generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,0.24393877603540673,0.2616626667548005,0.2635081945498622,0.2616626667548005,0.2598895315340162,gunung
status siaga ganjar pimpin doa tokoh lintas agama warga sekitar merapi gubernur jawa tengah ganjar pranowo memimpin doa bersama tokoh agama penyuluh agama keselamatan kesehatan warga sekitar gunung merapi setelah erupsi,0.4880827143515548,0.13336265335830844,0.3192348344902814,0.0962780992028599,0.3138069377933703,gunung
 warga merapi info awan panas guguran gunung merapi maret pukul wib jarak luncur m men,0.19733734459054408,0.2061097651062876,0.13258474667478629,0.3307914691904586,0.28441716584561955,gunung
permasalahan orang kalo gengsinya bilvia setinggi gunung salah paham lulus sekolah kawinin mending,0.3345301349782936,0.3345301349782936,0.08746654571150891,0.22980017630172977,0.3345301349782936,gunung
generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,0.24393877603540673,0.2616626667548005,0.2635081945498622,0.2616626667548005,0.2598895315340162,gunung
terjadi awanpanas guguran merapi tanggal maret pukul wib arah kali bebeng krasak erupsi be,0.291374044088028,0.3063755260057925,0.39245965764703755,0.34378343075810947,0.20736343077143995,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,0.31214989397546916,0.2781028144856076,0.28830954837648304,0.37286336041299667,0.30530679919490633,gunung
tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,0.29899168113724384,0.2833157010044681,0.3150871028335002,0.2925306733981323,0.27005517659547457,gunung
oo camni rupanya buang taik kucen duduk rumah tinggi gunung kinabalu,0.3039031837991806,0.3508308238582075,0.2962438702282815,0.10800350249413665,0.30975549145319525,gunung
guguran awan panas wedus gembel gunung merapi hari tanggal maret pukul wib jarak luncur m,0.1768307563130374,0.40431486537834627,0.18469157838761024,0.11880701586778301,0.24168027378714738,gunung
kapolsek kramatwatu dukung downhill banten open gunung pinang,0.3926480694331499,0.3926480694331499,0.34937177611592257,0.1026621123858954,0.3926480694331499,gunung
seekor harimau sumatera ditemukan mati kabupaten aceh selatan harimau diduga mati setelah terjerat bag,0.2237724179166775,0.2713382306095792,0.24755532426312835,0.21848327978787233,0.5076220938059356,gunung
penghangat otomatis utk suka crancky dtg bulan naik gunung bisaaa link shopee htt,0.33355751768077263,0.24540017782988519,0.33355751768077263,0.31728939210914675,0.08721224433050197,gunung
gunung kelud,0.29422410423540446,0.9557364576528793,,,,gunung
 gunung pantai,0.70763194509788,0.7065812269491674,,,,gunung
 bencana bot melaporkan letusan gunung api sekitarmu silahkan kirim pesan melalui whatsapp facebook messenger telegram link bio,0.20634638381927758,0.23847832410442124,0.25419094875072273,0.26106352517246684,0.25864641863309534,gunung
ngasih gunung merapi meletus dikira pantun,0.5025655575816975,0.18606247378660198,0.4085261663183452,0.2262940055487483,0.5025655575816975,gunung
pantes suhu kota makin panas gunung api meletus sebuah thread singkat siang panas ini,0.23999237228772238,0.10690785977575633,0.2546731930155955,0.2131534089243306,0.3066131734648741,gunung
hari sabtu maret gunung merapi kembali erupsi rentetan awanpanas berlangsung kurang selama ,0.3256952605812727,0.35368966511561895,0.22043956154269953,0.11467646575855753,0.23327780299030404,gunung
ngopo gunung merapi wingi erupsi iki jawabane merapi marah melihat pss sleman terpuruk,0.17747106657537454,0.09232351283425798,0.3358848460951437,0.3531064015261628,0.24756351570325713,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
masyarakat sekitar gunung merapi waspada bpptkg sebut potensi bahaya sisi barat laut,0.31283407738264757,0.2731440994285504,0.328592846748652,0.11216898682245051,0.26949998408452575,gunung
terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,0.17689165226335235,0.3102597994174587,0.31224824338130763,0.28554697812956836,0.18475518140224176,gunung
mendaki gunung melewati lembah loving sm mbah,0.12082555235237732,0.3726549197888322,0.46211712156307544,0.39248105011417356,0.42358784842527697,gunung
awanpanas guguran gunung merapi maret pukul wib terekam cctv induk frekom kemirikebo turi sleman,0.30398065108336053,0.2985039345644746,0.34109614588322473,0.16638486053297563,0.10703080745790078,gunung
pray for merapi doa terbaik saudara saudara berada jawa tengah diy tertimpa musibah e,0.2100946012083445,0.2766162169170972,0.25145538707845877,0.23989570629943555,0.2685162389013592,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
setelah sekian suku hari hilang recovery diri semula nk story pasal pengalaman amp member guide gogo ranger potte,0.17551145999907514,0.23095653555825804,0.2625227168134929,0.24324397396390707,0.1523285482024769,gunung
ngasih gunung merapi meletus dikira pantun,0.5025655575816975,0.18606247378660198,0.4085261663183452,0.2262940055487483,0.5025655575816975,gunung
erupsi gunung merapi masyarakat diminta waspada,0.614324460572655,0.30875910708487314,0.16062181816852678,0.437133601001441,0.19535242046478676,gunung
pak mohon infonya hewan hewan gunung merapi udah turun pemukiman warga apakah betul pak,0.2606195614381725,0.2663093891500384,0.08023190535043964,0.5837880373753035,0.2663093891500384,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
romo kevas pengurus psi jabar sabtu maret wib korban begal sekitar vila nusa indah cluster gar,0.2750831158912886,0.2750831158912886,0.2750831158912886,0.23139593060545657,0.264317791718312,gunung
terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,0.17689165226335235,0.3102597994174587,0.31224824338130763,0.28554697812956836,0.18475518140224176,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
giat tanggap bencana erupsi gunung merapi berupa pembagian masker kepada pengguna jalan raya kota magelang oleh sahab,0.2283113250003929,0.29947820682906245,0.16916201166778236,0.2714161416324221,0.08800099901719116,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
ya allah percaya perlindunganmu percaya engkau melindungi saudara kami tinggal disekitaran,0.2637711718293092,0.3156282572731037,0.30414626759572305,0.2541458927031256,0.3156282572731037,gunung
lalu bagaimana gunung gunung ditegakkan,0.5674333045874733,0.5965268591850256,0.31193688305799655,0.47420515824255877,,gunung
ngasih gunung merapi meletus dikira pantun,0.5025655575816975,0.18606247378660198,0.4085261663183452,0.2262940055487483,0.5025655575816975,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,0.31214989397546916,0.2781028144856076,0.28830954837648304,0.37286336041299667,0.30530679919490633,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
ngasih gunung merapi meletus dikira pantun,0.5025655575816975,0.18606247378660198,0.4085261663183452,0.2262940055487483,0.5025655575816975,gunung
gunung merapi jawa tengah erupsi stay save wilayah jogja sekitarnya abunya sudah sampai magelang,0.3452644560901089,0.19995291396013695,0.10401895798831864,0.21567317724327842,0.243801173379678,gunung
pamit sama orang rumah naik gunung tbtb nikah siri asli random bgt,0.2577582852339579,0.31060730292463085,0.09746387004245247,0.2139955487674465,0.3316815190385788,gunung
relawan aliansi nasional indonesia sejahtera menyampaikan puncak gunung lawu jawa tengah anies presid,0.324464123577064,0.324464123577064,0.0953430545826552,0.1986702573610371,0.19768453662292776,gunung
ngasih gunung merapi meletus dikira pantun,0.5025655575816975,0.18606247378660198,0.4085261663183452,0.2262940055487483,0.5025655575816975,gunung
gunung merapi sejak kemarin siang kini guguran arah barat daya bagi berada kawasan rawan benc,0.2722894046995686,0.25024064308591154,0.24547984343044357,0.33460789514653605,0.26842240936222406,gunung
tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,0.29899168113724384,0.2833157010044681,0.3150871028335002,0.2925306733981323,0.27005517659547457,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
edmund hillary sherpa tenzing norgay mencapai puncak gunung everest setinggi meter mei ,0.3261171131917529,0.27697477776363166,0.08526686957556939,0.3261171131917529,0.3102118678675058,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
allah percaya perlindunganmu percaya engkau melindungi saudara kami tinggal disekitaran kaki gunung merapi,0.26041906274275733,0.31161712769499206,0.30028105571461494,0.08565312851290066,0.238882584146758,gunung
gunung andong gaess udah pernah kesini permalink gambar terpasang,0.3911065174857756,0.37203163653996785,0.32034803123611705,0.10225905684687667,0.3584977931277325,gunung
bpptkg ungkap potensi bahaya sisi barat laut gunung merapi,0.3607328251458718,0.31496582304320064,0.3789044560685085,0.1293434393361171,0.3107637487864389,gunung
sesungguhnya sedekah seseorang walau hanya sesuap dikembang biakkan olehnya seperti gunung bersedekahlah hr bukhari muslim,0.2827457883049865,0.2827457883049865,0.2827457883049865,0.2827457883049865,0.07392696451433116,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
bangun bangun liat hujan abu gunung merapi meletus think m still love with yuk putus,0.1975600942667315,0.5414149370548936,0.08494390596631438,0.2390174658354491,0.1975600942667315,gunung
mandali salah kata istilah populer setiap kali gunung merapi batuk memuntahkan lava dalam pe,0.30178967277970653,0.26220399104814973,0.109132310773901,0.30178967277970653,0.2538167907252592,gunung
maaf hintnya kurang nama gunung ya,0.13823853945244627,0.528715943747897,0.40967519482598247,0.44904414732003667,0.44904414732003667,gunung
gunung merapi kembali memuntahkan isinya demi keselamatan keamanan warga sekitar ganjar terjunkan bala bantuan guna m,0.3263928073524284,0.3104741159896798,0.290418936684966,0.2673422419987733,0.283260933361522,gunung
mending naik gunung,0.25764284560028633,0.7833351745406236,0.565690877103739,,,gunung
pecinta alam naik gunung kata sufi,0.37896161199727973,0.1503076638781139,0.3643497393620114,0.3300214838743798,0.5115154390700661,gunung
gambar gunung rumah sawah dah selesai,0.4759219918172089,0.46782996949296407,0.1493371170737508,0.34473110772674664,0.40961824856618567,gunung
generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,0.24393877603540673,0.2616626667548005,0.2635081945498622,0.2616626667548005,0.2598895315340162,gunung
generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,0.24393877603540673,0.2616626667548005,0.2635081945498622,0.2616626667548005,0.2598895315340162,gunung
dimitri disini suka naik gunung pengalaman menyakitkan dalam hidupku jauh keluargaku sudah berbeda sulit menerima fakta bahwa mereka sudah mati padahal hidup,0.20785803445778855,0.21477649793467252,0.16192156511686673,0.2577579188591472,0.19328578747243524,gunung
selain naik gunung ngambil makanan gubukan pas kondangan bs keliatan sifat asli seseorang,0.23590863145546118,0.3245285723439159,0.34116786662153603,0.08920205291247324,0.30356554073300906,gunung
tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,0.29899168113724384,0.2833157010044681,0.3150871028335002,0.2925306733981323,0.27005517659547457,gunung
taehyung x all member x oc sometweet local au duda ternyata semudah membalikkan perahu gunung khizz,0.23786324418550575,0.2239406751304859,0.24774146413466272,0.07463788552581993,0.25400189052875183,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,0.24393877603540673,0.2616626667548005,0.2635081945498622,0.2616626667548005,0.2598895315340162,gunung
ga mesjid gunung jalan sungai lengkap tanpa sampah is indonesia,0.3536902551547679,0.11290230743262962,0.2352591971431969,0.3842204174316505,0.24425908449071276,gunung
terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,0.17689165226335235,0.3102597994174587,0.31224824338130763,0.28554697812956836,0.18475518140224176,gunung
tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,0.29899168113724384,0.2833157010044681,0.3150871028335002,0.2925306733981323,0.27005517659547457,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
paling enjoy dragonspine soalnya musiknya ademmmmm naik naik gunung masalah punya scara paling benci chasm tembus tembus puyeng mana gelap,0.23171910369319235,0.20109808828892567,0.23171910369319235,0.23171910369319235,0.23171910369319235,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
gunung merapi jawa tengah erupsi stay save wilayah jogja sekitarnya abunya sudah sampai magelang,0.3452644560901089,0.19995291396013695,0.10401895798831864,0.21567317724327842,0.243801173379678,gunung
gunung merapi meletus mari putus kalo mikir pantun begitu kenapa blg cakep,0.29841269763053685,0.364771439956044,0.3259540641006045,0.10404857192884248,0.27336600501013114,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
