created_at,author,text
2022-11-20 08:36:21+00:00,AMP_Stories,Intip Keindahan Wisata Curug Nangka Bogor yang Diselimuti Cerita Mistis - iNews https://t.co/6uCl8kwi8d #Cerita
2022-11-20 08:28:25+00:00,Eskapuccino,@lady_alpheus Seru sih memacu adrenalin. Mau ke Curug mana tuh teh.
2022-11-20 08:27:03+00:00,angelbukananya,Mixue tolong deh buka kedainya di Curug soalnya di Curug belum ada nih. Males kalo mau beli kudu ke Binong
2022-11-20 08:21:07+00:00,lady_alpheus,Salah satu medan yang harus dilewati dari curug tadi ke tujuan yang kita mau. Sebenernya overall jalanannya ya kayak jalanan hutan pada umumnya(?) cuma berbatu. Dan licin karena habis hujan. Agak berbahaya soalnya di kiri jurang gituuuu https://t.co/LPDOVdEFWu
2022-11-20 08:19:06+00:00,lady_alpheus,SATU JAM DARI AMBIL FOTO BUAH ITU AKHIRNYA SAMPE DI CURUG PERTAMA. Disini gak terlalu rame gituuu karena cuma buat tempat singgah. Gak ada yang berenang juga jadi kita cuma foto-foto dipinggir sini~ https://t.co/vCdx1njydP
2022-11-20 08:12:11+00:00,cupofjeee,Niat ke curug malah gini 🥺 https://t.co/RftdBfW3jt
2022-11-20 07:55:58+00:00,Ronizukipurnama,"RT @idinkdonk: om teu kabita kitu ulin ka curug balikna lgs di sambut liwet 🤪

@TS1Crew 
@Pelukjauhh @WeureuGadung https://t.co/czhnXQc5aP"
2022-11-20 07:46:10+00:00,idinkdonk,"om teu kabita kitu ulin ka curug balikna lgs di sambut liwet 🤪

@TS1Crew 
@Pelukjauhh @WeureuGadung https://t.co/czhnXQc5aP"
2022-11-20 07:42:39+00:00,effianaNF,"@nayunn28 @jntexpressid @LarasRyu J&amp;T Express Curug

Jl. Curug Wetan No.56, Curug Wetan, Kec. Curug, Kabupaten Tangerang, Banten 15810

 https://t.co/DHyRFVHTiR"
2022-11-20 07:08:08+00:00,ifaaatf,"@kookiesballen @jntexpressid Ya ampun, pantesan tiap mau nanya ke situ mampir pasti rame banget. Ini yg curug wetan kan ya?"
2022-11-20 07:06:58+00:00,ifaaatf,@indra_godness1 @jntexpressid Ambil di gudang yg curug wetan itu bukan kak? Soalnya saya cek resi stuck di Balaraja aja gitu
2022-11-20 07:05:04+00:00,RizkiTan12,"@_hyukiie Kebun Raya, puncak, curug, camp ground"
2022-11-20 06:55:38+00:00,aevlmaryn_,siapa yg kepeleset pas di curug? sayaaa https://t.co/BZbhtNcIh7
2022-11-20 06:51:11+00:00,riva_aji,"Kabut turun makin tebal. Buat yg mau ke Curug Genting jangan lupa bawa bekal, minimal air mineral dan jangan lupa pemanasan karena bakal jalan agak jauh. https://t.co/FHeSwKeJxe"
2022-11-20 06:39:55+00:00,kookiesballen,"@Lusianades261 @jntexpressid Jnt curug emg lagi bermasalah ka, sy udah 2hari bolak balik kegudangnya juga nihil hasilnya. Banyak bgt org yang ngedatengin kesana mau ambil paket, ditungguin dr sore ampe malem juga gaada kejelasan. Ampe saking ramenya pihak jnt sono manggil polisi kemaren"
2022-11-20 06:39:53+00:00,nonamedrpdface,"Weekend gw ga jelas bgtt fakk 😭😭

Udh 2 hari ini jaringan tri ga jelas sering ga ke koneksi internet :) ditambah paket gw dr tgl 17 stuck di gudang jnt curug karena katanya kurir pd resign...

Fakk lahh bete bgtt anjirrr 😭"
2022-11-20 06:34:03+00:00,indra_godness1,"@ifaaatf @jntexpressid Jnt curug lg tutup. Kurir sama org sortir nya resign masal. Ini saya lagi ambil paket ke gudang nya, ngantri dan lama"
2022-11-20 06:33:21+00:00,indra_godness1,"RT @ifaaatf: @jntexpressid halo, ini ekspedisi lagi kenapa ya? JNT BALARAJA paket saya masih stuck dan isinya makanan, JNT CURUG ini benera…"
2022-11-20 06:27:51+00:00,JogjaCTour,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
2022-11-20 06:21:39+00:00,lordxboy69,"@ord1nary_hum4n Lahh ko plangon wkwkwk
Ke kuningan klo buat ilangin stress tuh ke daerah palutungan bang, sma brendem di sangkanurip/cipanas.

Klo mau semi hiking ke curug cilengkrang"
2022-11-20 06:19:43+00:00,ifaaatf,"@jntexpressid halo, ini ekspedisi lagi kenapa ya? JNT BALARAJA paket saya masih stuck dan isinya makanan, JNT CURUG ini beneran masih ngga ada kurir yg antar barang ya? Paket dari tgl 11 blm sampe maunya gimana dah. Tiap hari branch Curug rame itu sm yg mau ambil paket. Halo?"
2022-11-20 06:15:42+00:00,ifaaatf,"@jntexpressid halo, ini ekspedisi lagi kenapa ya? JNT BALARAJA paket saya masih stuck dan isinya makanan, JNT CURUG ini beneran masih ngga ada kurir yg antar barang ya? Paket dari tgl 11 blm sampe maunya gimana dah. Tiap hari branch Curug rame itu sm yg mau ambil paket. Halo?"
2022-11-20 05:38:28+00:00,anotherm3h,"bm bgt liburan ke puncak, malemnya bbq di villa sama temen2, paginya main di curug, pulangnya motoran trus mampir mam indomie sotooo. aaa&lt;/3"
2022-11-20 05:26:00+00:00,jenjennyl,Cape banget ngetawain vidiovidio curug yaallah kenapa frik smua
2022-11-20 05:21:48+00:00,idbcpr,Rekomendasi Wisata Air Terjun Curug Di Sukabumi Wajib Kunjung! - https://t.co/9pH65R0CgY https://t.co/zgJf2irSVN
2022-11-20 05:20:54+00:00,oppenaeur,minimal ke curug atauga pantai gitu
2022-11-20 05:13:32+00:00,PolsekKelapaDua,"Sinergitas Bhabinkamtibmas dan Babinsa Desa Curug Sangereng bersama warga melaksanakan kerja bakti membersihkan lingkungan di Kp.  Angris RT. 001 RW. 005 Ds. Curug Sangereng, Minggu (20/11/2022). https://t.co/C9BFOpHxid"
2022-11-20 04:54:39+00:00,curug_02,"KORAMIL 02/CURUG PATROLI TIGA PILAR KECAMATAN CURUG

""CIPTAKAN RASA AMAN DAN NYAMAN""

#korem052wijayakrama
#kodim0510
#kodamjaya
#koramil02curug
#tniad https://t.co/uYAFkEy5Fv"
2022-11-20 04:53:23+00:00,curug_02,"KOMSOS SERTU WIGNYO DUMADI BABINSA DESA KADU JAYA

Babinsa Desa Kadujaya Bersama Bhabinkamtibmas melaksanakan Komsos dengan Warga guna Menjalin Silaturahmi yang baik.

#korem052wijayakrama
#kodamjaya
#koramil02curug
#kodim0510
#tniad https://t.co/ArhtEg5aA9"
2022-11-20 04:52:48+00:00,curug_02,"PELDA MISTAR BABINSA DESA CURUGSANGERANG KELAPA DUA MELAKSANAKAN KERJA BAKTI BERSAMA WARGA CURUG SANGERENG

#BERSAMA RAKYAT TNI KUAT""

#korem052wijayakrama
#kodamjaya
#kodim0510
#koramil02curug
#tniadmengabdidanmembangunbersamarakyat https://t.co/8KAS00OiRG"
2022-11-20 04:51:28+00:00,curug_02,"SERTU USMAN GUMANTI BABINSA DESA KADU KECAMATAN CURUG MELAKSANAKAN KERJA BAKTI BERSAMA WARGA KAMPUNG KADU

#BERSAMA RAKYAT TNI KUAT""

#korem052wijayakrama
#kodamjaya
#kodim0510
#koramil02curug
#tniadmengabdidanmembangunbersamarakyat https://t.co/JbwpIOp5yR"
2022-11-20 04:50:03+00:00,curug_02,"SERTU USMAN GUMANTI BABINSA DESA KADU KECAMATAN CURUG MELAKSANAKAN KERJA BAKTI BERSAMA WARGA KAMPUNG KADU

#BERSAMA RAKYAT TNI KUAT""

#korem052wijayakrama
#kodamjaya
#kodim0510
#koramil02curug
#tniadmengabdidanmembangunbersamarakyat https://t.co/8d431mz83x"
2022-11-20 04:40:37+00:00,idbcpr,Jelajah Wisata Sukabumi -  Yuk jelajah tempat wisata Sukabumi!! - photo of Curug Cimarinjung by  taken at #ciletuhpalabuhanratuge... - https://t.co/spoEs78ZCZ
2022-11-20 04:20:39+00:00,bantal_ikan,Min @jntexpressid ini drop point/gudang BALARAJA &amp; CURUG kenapa sih?? paketan saya udah hampir 4hari stuck di gudang Balaraja. Kebangetan
2022-11-20 04:07:00+00:00,zultansyaiful,"RT @maryati_24: Selamat pagi ❤️😘
Msh menyapa dr Sumatra 
Kacamarga Curug balak lampung selatan 🥰 
Persiapan resepsi ponakan 
Happy weekend…"
2022-11-20 03:56:31+00:00,Leonphart,"Trs waktu main bareng sama rombongan ke curug, w gobloknya pake baju putih jadi pas basah ya keliatan lah dalemannya. And he reflex took off his black tshirt dan nyuruh w pake buat nutupin tanpa diminta, soalnya temen w yg lain malah nyuruh gue udahan renangnya lalu mandi"
2022-11-20 03:40:49+00:00,tetira,"@sapigebuk xander budnick mancing: 298 shot baru dapet

mafia curug mancing: nyebur ae dah biar cepet"
2022-11-20 03:36:36+00:00,buatnontonaja6,"@radenrauf dengerin curhatan temen yang abis putus dari mantannya yg toxic setelah berjuta kali selalu blg pengen putus, rasanya kaya kena percikan  curug leuwi hejo"
2022-11-20 03:29:23+00:00,damiafadhillah,@tanyakanrl Curug date! Meskipun saat itu dulu doi masih pacar orang. Agak bego sih emng tapi Skrg tau tau jadi suamikkkk. ada gila gila nya
2022-11-20 03:21:39+00:00,idbcpr,Wisata Air Terjun Curug Jenggala Banyumas - https://t.co/pVJ3gWM9bm https://t.co/vZZ3oay6gk
2022-11-20 02:57:46+00:00,JogjaCTour,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
2022-11-20 02:55:11+00:00,NiniRJ25,"@Lusianades261 @jntexpressid Kak sama, paket aku ada 2 stuck semua gak jalan cuman mandar mandir balaraja - curug"
2022-11-20 02:51:36+00:00,nayunn28,@effianaNF @jntexpressid @LarasRyu Kak gudang jnt curug itu ada dmn ya kak?
2022-11-20 02:48:25+00:00,nayunn28,@jntexpressid @jntexpressid bener udh di follow up atau blm? Tolongg bgt udh mau seminggu masa ga sampai?!! Padahal udh di curug tinggal anter kerumah sesusah itu ya kak??
2022-11-20 02:42:01+00:00,reshumastangsel,"Bhabinkamtibmas Desa Curug Sangereng Polsek Kelapa Dua,Bripka Bambang .kalis . Melaksanakan Giat Gotong Royong Di Kp Anggris RT 01/05 Bersama Warga Desa Curug Sangereng Kecamatan Kelapa Dua Menyampaikan pesan Kamtibmas dan C 3 kepada Sdr Rw Mulyad , Minggu 20/2022 https://t.co/buDg6kqpmD"
2022-11-20 02:38:27+00:00,indra_godness1,@dhandynurima @jntexpressid Bang maaf kalo paket nya bisa kita ambil sendiri gak ke jnt curug? Soal nya paket saya dari tgl 14
2022-11-20 02:34:21+00:00,almoound,@hibiszcus curug
2022-11-20 02:21:32+00:00,idbcpr,Wisata Air Terjun Curug Luhur Cibodas - https://t.co/WuTv67OclZ https://t.co/iBMch5A3MM
2022-11-20 02:19:52+00:00,alter_pwt,"Agenda New Year :

- Malam Tahun Baru di Purwokerto
- Tracking ke Curug Jenggala - Pancuran Pitu
- Jalan ke Pantai Menganti dan sekitaran Ayah

Kalau kalian ?"
2022-11-20 02:00:58+00:00,poltekbangsby,"PRESTASI POLTEKBANG SURABAYA

Rapat Koordinasi Teknis dan Pembinaan Kesamaptaan dengan ngusung tema ""Guyub Rukun Menuju Prestasi"". 
Gedung Serba Guna Politeknik Penerbangan Indonesia Curug merupakan tempat bersejarah untuk kegiatan tahun ini. Rakornis dilaksanakan mulai tanggal… https://t.co/xdUSbyScaa"
2022-11-20 01:52:12+00:00,idbcpr,Wisata Air Terjun Curug Kembar Baturraden - https://t.co/zb305oIc8L https://t.co/FvOngHEnrG
2022-11-20 01:45:45+00:00,Oxzyukheicute,pengen ke curug
2022-11-20 01:44:42+00:00,FaShelvi,@khak_aryotong @mhdarieff_ Jangan lewat mandalawangi jauh bgt... Lewat padarincang yg arah Curug cikotak .. ngikutin jalan besar aja yg bebatuan....
2022-11-20 01:28:16+00:00,collegemenfess,"[cm] haloo, ada yg bersedia jadi respondenku? syarat nya cuma pernah ke curug cikaso ajaa. kalo ada yg bersedia, aku izin dm kalian ya nanti, makasii &lt;3 https://t.co/kcR2Bt7TvZ"
2022-11-20 01:24:58+00:00,titoagasa,Bhabinkamtibmas Polsek Conggeang Bripka Bentang. G  melaksanakan silaturahmi Kamtibmas Curhat Sahabat Polsek Conggeang kepada Pengunjung Objek Wisata Curug Ciputra Wangi Ds. Narimbang https://t.co/OVZ91z4tF4
2022-11-20 01:24:39+00:00,bintangzer0o,@Unsoedfess1963 Curug jenggala https://t.co/sAjQyJh4UV
2022-11-20 01:24:23+00:00,ddeanndaa,"@Unsoedfess1963 pict 1 : curug kembar
pict 2 : curug gamblang
pict 3 : curug telu https://t.co/Kc1bFLJazC"
2022-11-20 01:21:42+00:00,idbcpr,Wisata Air Terjun Curug Bugbrug Cisarua Jawa Barat - https://t.co/C24sj77MYE https://t.co/4Tz56LgnDz
2022-11-20 01:13:31+00:00,Unsoedfess1963,"jends drop foto foto curug yg kalian punya beserta lokasinya dongg, butuh referensi healing😬"
2022-11-20 01:08:13+00:00,bendolganteng,"RT @maryati_24: Selamat pagi ❤️😘
Msh menyapa dr Sumatra 
Kacamarga Curug balak lampung selatan 🥰 
Persiapan resepsi ponakan 
Happy weekend…"
2022-11-20 01:06:29+00:00,malikul100,"RT @maryati_24: Selamat pagi ❤️😘
Msh menyapa dr Sumatra 
Kacamarga Curug balak lampung selatan 🥰 
Persiapan resepsi ponakan 
Happy weekend…"
2022-11-20 01:05:21+00:00,maryati_24,"Selamat pagi ❤️😘
Msh menyapa dr Sumatra 
Kacamarga Curug balak lampung selatan 🥰 
Persiapan resepsi ponakan 
Happy weekend sahabat 😍 https://t.co/oJdGq0xTZu"
2022-11-20 00:58:15+00:00,sleepcallserver,"Weekend gini cocoknya jalan2 ke curug nih. Gass ah. Butuh healing. Pulangnya nyewa villa, sambil buka michat (untuk pertemanan. Jangan salah sangka, di michat banyak tali silaturahmi yg harus disambung) 🙈"
2022-11-20 00:52:52+00:00,reachtheskyline,Pengen ke curug lagiii😢
2022-11-20 00:52:25+00:00,idbcpr,Wisata Air Terjun Curug Berod Majalengka Jawa Barat - https://t.co/dSJvBQFbaS https://t.co/LS1mudVvlb
2022-11-19 23:57:47+00:00,EzForger,curug https://t.co/OQD2UXGtDe
2022-11-19 23:57:43+00:00,JogjaCTour,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
2022-11-19 23:51:07+00:00,haluanharian,Penampakan Kunti dan Suara Aneh di Curug Nangka Bikin Bulu Kuduk Berdiri https://t.co/wxzgQ6jWWt
2022-11-19 21:57:28+00:00,ngevote_t,"3 bulan itu kita pernah main ke puncak berdua makan mie mayam + es teh. Ke Curug berdua, mampir ke rumah makan. Nggak lupa beli makanan fav kita tumis kangkung. Yah begitulah. Entah kenapa cocok aja buat curhat Ama nih orang tua. Wkwk"
2022-11-19 21:27:44+00:00,JogjaCTour,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
2022-11-19 21:06:59+00:00,Sapsap1918,@SmgMenfess2 Curug lawe gas
2022-11-19 18:13:35+00:00,zaidaameerah,"Dulu wktu cedera lower back karena accident di curug, nerapin ini krn gak bisa WT dlu. Nerapin hny utk maintain otot kaki. Tapi ttep gak bisa menggantikan WT kalau utk muscle building. https://t.co/pUZYbc9EXx"
2022-11-19 17:51:11+00:00,idbcpr,Jelajah Wisata Sukabumi -  Yuk jelajah tempat wisata Sukabumi!! - photo of Curug Cikanteh by  taken at #CiletuhPalabuhanratuGeopa... - https://t.co/KfqMJGCX62
2022-11-19 17:01:34+00:00,oujouchan,"belom pernah upload foto curug. oh, how i missed jalan-jalan jauuuuh. 🙁 https://t.co/bEiUf8dYch"
2022-11-19 16:44:17+00:00,Lusianades261,@jntexpressid Bener ga ya ini  jnt untuk wilayah curug lagi bermasalah???? https://t.co/SfyNQSPaHu
2022-11-19 16:39:20+00:00,RahayuWita,@tanyakanrl Dibawa ke curug🤣
2022-11-19 16:35:26+00:00,GabutMamat,"@indyajaya Di pondok kopi gak ada Curug ya ...
Wkwkwk"
2022-11-19 16:09:37+00:00,nastysingle,Waktu ke curug di kabupaten spion mobil gue pernah ditendang bocil ternyata memang ginian lumrah https://t.co/yzCSvWWOzu
2022-11-19 16:01:34+00:00,Aku_Ambivert,@sapiperahhh Ini curug mana ?
2022-11-19 15:30:50+00:00,dindamutiap,"RT @qwertyping: MEREKA INGIN KITA KEMBALI

[ RIZAL STORY ]

Sebuah Cerita Air Terjun (curug) / II

@bacahorror #bacahorror https://t.co/Ttm…"
2022-11-19 15:21:18+00:00,indyajaya,"tl sosmed hari ini kenapa curug semua sih, kan jadi BM nyuruuug 🥺🥺"
2022-11-19 14:59:20+00:00,Mantan_Kabogoh,RT @Ndra_SpeedRacer: @hanadulshittt Curug tilu Ciwidey
2022-11-19 14:15:15+00:00,ailurophijle,ANJIR barusan lewat jalan curug kek gini trs kepikiran sm kek admin wkwkwwkwkw bisa gitu https://t.co/ej2cLKPqc2
