created_at,author,cleaned_tweet,label
2023-03-12 16:04:45+00:00,ekosetyow,awan panas guguran gunung merapi pagi minggu maret zoom luncuran,gunung
2023-03-12 16:04:25+00:00,Jateng_Twit,di tengah pidatonya ganjar menampilkan gambar latar kejadian erupsi gunung merapi sejak sabtu setelah ganjar mengajak seluruh peserta rapat mendoakan warga sekitar gunung merapi,gunung
2023-03-12 16:04:23+00:00,AlyPawank,generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,gunung
2023-03-12 16:04:20+00:00,Jateng_Twit,status siaga ganjar pimpin doa tokoh lintas agama warga sekitar merapi gubernur jawa tengah ganjar pranowo memimpin doa bersama tokoh agama penyuluh agama keselamatan kesehatan warga sekitar gunung merapi setelah erupsi,gunung
2023-03-12 16:03:59+00:00,bahraini093, warga merapi info awan panas guguran gunung merapi maret pukul wib jarak luncur m men,gunung
2023-03-12 16:03:55+00:00,pwoerpuff,permasalahan orang kalo gengsinya bilvia setinggi gunung salah paham lulus sekolah kawinin mending,gunung
2023-03-12 16:03:50+00:00,ardianFT,generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,gunung
2023-03-12 16:03:43+00:00,riiianaryan,terjadi awanpanas guguran merapi tanggal maret pukul wib arah kali bebeng krasak erupsi be,gunung
2023-03-12 16:03:38+00:00,onawaites, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 16:03:29+00:00,Kalerengsusu,mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,gunung
2023-03-12 16:03:14+00:00,chengachengg,tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,gunung
2023-03-12 16:03:13+00:00,irdinasyirah,oo camni rupanya buang taik kucen duduk rumah tinggi gunung kinabalu,gunung
2023-03-12 16:02:33+00:00,Zhilfia_Natasya,guguran awan panas wedus gembel gunung merapi hari tanggal maret pukul wib jarak luncur m,gunung
2023-03-12 16:02:23+00:00,sukardin76,kapolsek kramatwatu dukung downhill banten open gunung pinang,gunung
2023-03-12 16:02:21+00:00,tuaknias,seekor harimau sumatera ditemukan mati kabupaten aceh selatan harimau diduga mati setelah terjerat bag,gunung
2023-03-12 16:02:17+00:00,bbung2bangi,penghangat otomatis utk suka crancky dtg bulan naik gunung bisaaa link shopee htt,gunung
2023-03-12 16:01:53+00:00,seta_tomek,gunung kelud,gunung
2023-03-12 16:01:36+00:00,OurMeneerNyonya, gunung pantai,gunung
2023-03-12 16:01:34+00:00,petabencana, bencana bot melaporkan letusan gunung api sekitarmu silahkan kirim pesan melalui whatsapp facebook messenger telegram link bio,gunung
2023-03-12 16:01:29+00:00,nabilbillie,ngasih gunung merapi meletus dikira pantun,gunung
2023-03-12 16:01:26+00:00,KERJARODl,pantes suhu kota makin panas gunung api meletus sebuah thread singkat siang panas ini,gunung
2023-03-12 16:01:23+00:00,den_adi12,hari sabtu maret gunung merapi kembali erupsi rentetan awanpanas berlangsung kurang selama ,gunung
2023-03-12 16:01:20+00:00,MuhFauzi1976,ngopo gunung merapi wingi erupsi iki jawabane merapi marah melihat pss sleman terpuruk,gunung
2023-03-12 16:01:03+00:00,riiianaryan,awan panas guguran gunung merapi pagi minggu maret zoom luncuran,gunung
2023-03-12 16:01:01+00:00,mutiaradewwi,masyarakat sekitar gunung merapi waspada bpptkg sebut potensi bahaya sisi barat laut,gunung
2023-03-12 16:01:00+00:00,Bimoptra,terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,gunung
2023-03-12 16:00:58+00:00,kinosadewa,mendaki gunung melewati lembah loving sm mbah,gunung
2023-03-12 16:00:48+00:00,AzwarAzmi,awanpanas guguran gunung merapi maret pukul wib terekam cctv induk frekom kemirikebo turi sleman,gunung
2023-03-12 16:00:46+00:00,waone_kusma313,pray for merapi doa terbaik saudara saudara berada jawa tengah diy tertimpa musibah e,gunung
2023-03-12 16:00:40+00:00,layananmoveon,awan panas guguran gunung merapi pagi minggu maret zoom luncuran,gunung
2023-03-12 16:00:29+00:00,AzrilVienna,setelah sekian suku hari hilang recovery diri semula nk story pasal pengalaman amp member guide gogo ranger potte,gunung
2023-03-12 16:00:15+00:00,dwityaariawan96,ngasih gunung merapi meletus dikira pantun,gunung
2023-03-12 16:00:06+00:00,vivajabar,erupsi gunung merapi masyarakat diminta waspada,gunung
2023-03-12 15:59:35+00:00,SMA1_BEIJING,pak mohon infonya hewan hewan gunung merapi udah turun pemukiman warga apakah betul pak,gunung
2023-03-12 15:59:12+00:00,dwihermawan9, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:59:07+00:00,hermawanjsp,romo kevas pengurus psi jabar sabtu maret wib korban begal sekitar vila nusa indah cluster gar,gunung
2023-03-12 15:59:04+00:00,Riyadi_Arie,terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,gunung
2023-03-12 15:59:02+00:00,enjenais, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:58:56+00:00,Onyeng84956050,giat tanggap bencana erupsi gunung merapi berupa pembagian masker kepada pengguna jalan raya kota magelang oleh sahab,gunung
2023-03-12 15:58:56+00:00,scorpionesblack, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:58:54+00:00,LinuxLA,ya allah percaya perlindunganmu percaya engkau melindungi saudara kami tinggal disekitaran,gunung
2023-03-12 15:58:39+00:00,bwinkme,lalu bagaimana gunung gunung ditegakkan,gunung
2023-03-12 15:58:33+00:00,haewinchan,ngasih gunung merapi meletus dikira pantun,gunung
2023-03-12 15:58:25+00:00,samareza,mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,gunung
2023-03-12 15:58:10+00:00,masmasmetalhed,mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,gunung
2023-03-12 15:57:55+00:00,rialdy1928,awan panas guguran gunung merapi pagi minggu maret zoom luncuran,gunung
2023-03-12 15:57:47+00:00,thepinediary,ngasih gunung merapi meletus dikira pantun,gunung
2023-03-12 15:57:30+00:00,Siapa_Aditt,gunung merapi jawa tengah erupsi stay save wilayah jogja sekitarnya abunya sudah sampai magelang,gunung
2023-03-12 15:57:26+00:00,abrieladryan,pamit sama orang rumah naik gunung tbtb nikah siri asli random bgt,gunung
2023-03-12 15:57:13+00:00,qurdee,relawan aliansi nasional indonesia sejahtera menyampaikan puncak gunung lawu jawa tengah anies presid,gunung
2023-03-12 15:57:07+00:00,mychidays,ngasih gunung merapi meletus dikira pantun,gunung
2023-03-12 15:57:02+00:00,AkbilFauzi,gunung merapi sejak kemarin siang kini guguran arah barat daya bagi berada kawasan rawan benc,gunung
2023-03-12 15:56:58+00:00,rositahmarji1,tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,gunung
2023-03-12 15:56:57+00:00,EsaBaguzz,awan panas guguran gunung merapi pagi minggu maret zoom luncuran,gunung
2023-03-12 15:56:47+00:00,NGIndonesia,edmund hillary sherpa tenzing norgay mencapai puncak gunung everest setinggi meter mei ,gunung
2023-03-12 15:56:22+00:00,namkcl, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:56:07+00:00,kurniawanrandy_, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:56:02+00:00,ermanurc,allah percaya perlindunganmu percaya engkau melindungi saudara kami tinggal disekitaran kaki gunung merapi,gunung
2023-03-12 15:55:45+00:00,JogjaRavers,gunung andong gaess udah pernah kesini permalink gambar terpasang,gunung
2023-03-12 15:55:09+00:00,beritaekonomi24,bpptkg ungkap potensi bahaya sisi barat laut gunung merapi,gunung
2023-03-12 15:54:32+00:00,LearnHadits,sesungguhnya sedekah seseorang walau hanya sesuap dikembang biakkan olehnya seperti gunung bersedekahlah hr bukhari muslim,gunung
2023-03-12 15:54:26+00:00,anggsaputra11,awan panas guguran gunung merapi pagi minggu maret zoom luncuran,gunung
2023-03-12 15:54:24+00:00,x1_3_1_2x, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:54:15+00:00,kwetiayu,bangun bangun liat hujan abu gunung merapi meletus think m still love with yuk putus,gunung
2023-03-12 15:54:06+00:00,Jaeprak1,mandali salah kata istilah populer setiap kali gunung merapi batuk memuntahkan lava dalam pe,gunung
2023-03-12 15:54:02+00:00,_xococolate,maaf hintnya kurang nama gunung ya,gunung
2023-03-12 15:53:53+00:00,TukangRitwiit,gunung merapi kembali memuntahkan isinya demi keselamatan keamanan warga sekitar ganjar terjunkan bala bantuan guna m,gunung
2023-03-12 15:53:52+00:00,pupumoni,mending naik gunung,gunung
2023-03-12 15:53:44+00:00,yehezkielfelix,pecinta alam naik gunung kata sufi,gunung
2023-03-12 15:53:16+00:00,Zelinecorps,gambar gunung rumah sawah dah selesai,gunung
2023-03-12 15:53:15+00:00,Abisapien,generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,gunung
2023-03-12 15:53:04+00:00,parafletamol,generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,gunung
2023-03-12 15:53:03+00:00,potaetous,dimitri disini suka naik gunung pengalaman menyakitkan dalam hidupku jauh keluargaku sudah berbeda sulit menerima fakta bahwa mereka sudah mati padahal hidup,gunung
2023-03-12 15:52:49+00:00,dbbyocta,selain naik gunung ngambil makanan gubukan pas kondangan bs keliatan sifat asli seseorang,gunung
2023-03-12 15:52:45+00:00,rradithadid,tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,gunung
2023-03-12 15:52:21+00:00,_bunny_kookiee,taehyung x all member x oc sometweet local au duda ternyata semudah membalikkan perahu gunung khizz,gunung
2023-03-12 15:52:12+00:00,RyanPMardiko, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:52:07+00:00,atrhi,generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,gunung
2023-03-12 15:52:01+00:00,_matasendu,ga mesjid gunung jalan sungai lengkap tanpa sampah is indonesia,gunung
2023-03-12 15:51:59+00:00,marcelldwexx,terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,gunung
2023-03-12 15:51:58+00:00,serpihandebuuu,tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,gunung
2023-03-12 15:51:54+00:00,marcelldwexx,mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,gunung
2023-03-12 15:51:45+00:00,fatolol,paling enjoy dragonspine soalnya musiknya ademmmmm naik naik gunung masalah punya scara paling benci chasm tembus tembus puyeng mana gelap,gunung
2023-03-12 15:51:37+00:00,sfflowr,awan panas guguran gunung merapi pagi minggu maret zoom luncuran,gunung
2023-03-12 15:51:24+00:00,djuliantiyuke,mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,gunung
2023-03-12 15:51:21+00:00,yolaceah,gunung merapi jawa tengah erupsi stay save wilayah jogja sekitarnya abunya sudah sampai magelang,gunung
2023-03-12 15:51:16+00:00,pandaayip,gunung merapi meletus mari putus kalo mikir pantun begitu kenapa blg cakep,gunung
2023-03-12 15:51:14+00:00,tw3ntyfour24,awan panas guguran gunung merapi pagi minggu maret zoom luncuran,gunung
2023-03-12 15:51:11+00:00,marcelldwexx, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:51:02+00:00,yolaceah,gunung merapi malam ini,gunung
2023-03-12 15:50:38+00:00,kumparan,abu erupsi gunung merapi terbawa angin bahkan kabupaten wonosobo magelang newsupdate update news newsflash,gunung
2023-03-12 15:49:44+00:00,mahikmahm, pasti nyobain bangun pagi trus sawah lihat golden sunrise cantik banget pergi cam,gunung
2023-03-12 15:49:24+00:00,AsingPerson,rama buseh kesabarn eloh setinggi gunung everest mna manut ama bella,gunung
2023-03-12 15:49:20+00:00,Bima13_,mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,gunung
2023-03-12 15:49:15+00:00,arie_s06,mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,gunung
2023-03-12 15:48:47+00:00,chresnas_putra,generasi muda orang tua bapak ir benny dwika lonanda st m,gunung
2023-03-12 15:48:40+00:00,SuryokusumoDidi,awan panas guguran gunung merapi pagi minggu maret zoom luncuran,gunung
2023-03-12 15:48:31+00:00,SilpanSh,karasana teh asa geus ciga naek ka gunung gede tuluy turun deui ngadergdeg,gunung
2023-03-12 15:48:25+00:00,Ferocan27, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:48:07+00:00,ankyu__,pengen gitu sesekali bolos kuliah cabut naik gunung,gunung
2023-03-12 15:47:58+00:00,lostinday6,baram jico goes gunung mas,gunung
2023-03-12 15:47:44+00:00,denillaaaa_,gunung krna ak milih kedinginan kepanasan,gunung
2023-03-12 15:47:32+00:00,kangwaqfi2,giat tanggap bencana erupsi gunung merapi berupa pembagian masker kepada pengguna jalan raya kota magelang oleh sahab,gunung
2023-03-12 15:47:31+00:00,NadiaWahdah18,berikut video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun cctv tunggularum,gunung
2023-03-12 15:47:20+00:00,samunamaze,efek naik motor siang belangnya ngalah abis naik gunung,gunung
2023-03-12 15:47:16+00:00,EightSurf,awanpanas guguran gunung merapi maret pukul wib terekam cctv induk frekom kemirikebo turi sleman,gunung
2023-03-12 15:46:50+00:00,yolaceah,gunung merapi jawa tengah erupsi stay save wilayah jogja sekitarnya abunya sudah sampai magelang,gunung
2023-03-12 15:46:49+00:00,IronArrowAB,tni polri bersihkan abu vulkanik gunung merapi jateng,gunung
2023-03-12 15:46:35+00:00,KATADATAcoid,bpptkg ungkap potensi bahaya sisi barat laut gunung merapi,gunung
2023-03-12 15:46:28+00:00,ricercata1,di manapun setiap letusan gunung berapi tingkat bahayanya hampir sama kesalahan dalam pengiriman video har,gunung
2023-03-12 15:46:10+00:00,ricercata1,tujuan mengirim video gunung meletus ikut prihatin peristiwa yokarta,gunung
2023-03-12 15:45:53+00:00,sonyolmu,citra satelit sar kawasan gunung merapi,gunung
2023-03-12 15:45:23+00:00,adonakhiriawan,bersyukurku banget banget gusti wong tuoku ra dolanan twitter isine wong tuwo kuwoplok modelan ngene ki okeh banget gunung sinabung kok diarani gunung merapi sinau meneh nyur kui gunung sempu sing njebluk metune vampir udu awan panas,gunung
2023-03-12 15:45:23+00:00,LenteraBangsaa_,ibu smi ibu percaya info eksternal jelas kasus david internal kemenkeu mendet,gunung
2023-03-12 15:45:19+00:00,_____133_____,mandali salah kata istilah populer setiap kali gunung merapi batuk memuntahkan lava dalam pe,gunung
2023-03-12 15:44:59+00:00,frogsarelovely,terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,gunung
2023-03-12 15:44:56+00:00,apa_iyaaaaa,naik gunung naik gedung lantai lewat tangga napas mo copot,gunung
2023-03-12 15:44:38+00:00,exxtraordnary,ketinggalan gunung gmn ceritanya,gunung
2023-03-12 15:44:26+00:00,allanthusiast,siapa nyebar kalo tiwpor backstreet novel tanggung jawab lu harapan setinggi gunung pdhl pas pertama tayang gk expect njir,gunung
2023-03-12 15:44:23+00:00,rasyadmm,ngasih gunung merapi meletus dikira pantun,gunung
2023-03-12 15:44:23+00:00,aryo67754620,mengotori gunung slamet lu,gunung
2023-03-12 15:44:16+00:00,ricercata1,menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,gunung
2023-03-12 15:44:07+00:00,nighhtfury,gambaran umum temperatur jawa suhu puncak pukul siang nanti wilayah gunung pegunungan memang tempat terbaik bu,gunung
2023-03-12 15:44:00+00:00,Goodwindology,kemajuan peradabannya jawa misteri soal pyramid tertua didunia ternyata gunung padang dinilai dibangun rb tahun giza rb thn lalu,gunung
2023-03-12 15:44:00+00:00,charles15032490, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:43:55+00:00,Miftahul_Je,terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,gunung
2023-03-12 15:43:45+00:00,andrienovich,terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,gunung
2023-03-12 15:43:01+00:00,yume_chefana,gunung merapi muntahkan awan panas luncuran wedhus gembel km,gunung
2023-03-12 15:42:57+00:00,nighhtfury, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:42:42+00:00,icngsyh,generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,gunung
2023-03-12 15:42:26+00:00,Rachewnah,gambaran umum temperatur jawa suhu puncak pukul siang nanti wilayah gunung pegunungan memang tempat terbaik bu,gunung
2023-03-12 15:42:18+00:00,mhdnrs,oo camni rupanya buang taik kucen duduk rumah tinggi gunung kinabalu,gunung
2023-03-12 15:41:54+00:00,Isyraf_z,oo camni rupanya buang taik kucen duduk rumah tinggi gunung kinabalu,gunung
2023-03-12 15:41:45+00:00,simonad96,ngasih gunung merapi meletus dikira pantun,gunung
2023-03-12 15:41:45+00:00,EBeniswara,luncuran lava pijar material vulkanik gunung merapi mengarah barat daya laporan via radio komunikasi arah angin k,gunung
2023-03-12 15:41:28+00:00,siibungsu__, warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,gunung
2023-03-12 15:41:18+00:00,ngokss_25,itu gunung sinabung sumatera utara pak bukan gunung merapi yogyakarta sampean ngasih berita kayak g,gunung
2023-03-12 15:40:56+00:00,shlendhepz,ketum pssi periode turun gunung meninjau kesiapan stadion jalak harupat kabupaten bandung menging,gunung
